id,idade,raca_cor,sexo,identidade_genero,orientacao_sexual
479,33,Parda,Masculino,Mulher transexual,Bissexual/Panssexual
480,35,Parda,Feminino,Agenero,Lesbica
481,36,Parda,Masculino,Homem cisgenero,Heterossexual
482,65,Branca,Masculino,Homem cisgenero,Heterossexual
483,65,Branca,Masculino,Homem cisgenero,Heterossexual
484,19,Parda,Masculino,Homem cisgenero,Heterossexual
485,19,Branca,Masculino,Homem cisgenero,Heterossexual
486,58,Branca,Masculino,Homem cisgenero,Heterossexual
487,27,Parda,Masculino,Homem cisgenero,Heterossexual
488,58,Parda,Masculino,Homem cisgenero,Heterossexual
489,40,Branca,Masculino,Homem cisgenero,Heterossexual
490,56,Preta,Feminino,Mulher cisgenero,Heterossexual
491,61,Branca,Feminino,Mulher cisgenero,Heterossexual
492,33,Parda,Feminino,Mulher cisgenero,Heterossexual
493,30,Parda,Masculino,Homem cisgenero,Heterossexual
494,22,Preta,Feminino,Mulher cisgenero,Heterossexual
495,58,Branca,Masculino,Homem cisgenero,Heterossexual
496,18,Preta,Masculino,Homem cisgenero,Heterossexual
497,37,Parda,Feminino,Mulher cisgenero,Heterossexual
498,52,Parda,Masculino,Homem cisgenero,Heterossexual
499,47,Branca,Masculino,Homem cisgenero,Heterossexual
500,48,Branca,Masculino,Homem cisgenero,Heterossexual
501,24,Preta,Masculino,Homem cisgenero,Heterossexual
502,27,Parda,Feminino,Mulher cisgenero,Heterossexual
503,42,Parda,Masculino,Homem cisgenero,Heterossexual
504,49,Preta,Masculino,Homem cisgenero,Heterossexual
505,19,Branca,Masculino,Homem cisgenero,Heterossexual
506,33,Branca,Masculino,Travesti,Heterossexual
507,32,Preta,Masculino,Mulher transexual,Heterossexual
508,29,Preta,Masculino,Mulher transexual,Heterossexual
509,46,Parda,Feminino,Mulher cisgenero,Heterossexual
510,46,Branca,Feminino,Mulher cisgenero,Heterossexual
511,45,Parda,Feminino,Mulher cisgenero,Heterossexual
512,56,Amarela,Feminino,Mulher cisgenero,Heterossexual
513,35,Branca,Feminino,Homem trans,Assexual
514,23,Parda,Masculino,Homem cisgenero,Heterossexual
515,36,Parda,Feminino,Mulher cisgenero,Heterossexual
516,33,Parda,Feminino,Mulher cisgenero,Heterossexual
517,37,Branca,Feminino,Mulher cisgenero,Bissexual/Panssexual
518,51,Parda,Feminino,Mulher cisgenero,Heterossexual
519,45,Preta,Feminino,Mulher cisgenero,Heterossexual
520,33,Preta,Masculino,Homem cisgenero,Heterossexual
521,38,Preta,Masculino,Homem cisgenero,Heterossexual
522,56,Parda,Masculino,Homem cisgenero,Heterossexual
523,32,Preta,Masculino,Homem cisgenero,Bissexual/Panssexual
524,39,Parda,Masculino,Homem cisgenero,Gay
525,40,Amarela,Masculino,Homem cisgenero,Heterossexual
526,32,Preta,Masculino,Homem cisgenero,Heterossexual
527,41,Parda,Masculino,Homem cisgenero,Gay
528,58,Parda,Masculino,Homem cisgenero,Heterossexual
529,31,Amarela,Feminino,Mulher cisgenero,Heterossexual
530,39,Parda,Feminino,Mulher cisgenero,Heterossexual
531,30,Parda,Feminino,Mulher cisgenero,Bissexual/Panssexual
532,38,Parda,Feminino,Mulher cisgenero,Heterossexual
533,21,Preta,Feminino,Mulher cisgenero,Heterossexual
534,29,Preta,Feminino,Mulher cisgenero,Heterossexual
535,33,Parda,Feminino,Mulher cisgenero,Heterossexual
536,60,Branca,Feminino,Mulher cisgenero,Heterossexual
537,60,Branca,Masculino,Homem cisgenero,Heterossexual
538,33,Branca,Masculino,Homem cisgenero,Heterossexual
539,35,Branca,Masculino,Homem cisgenero,Heterossexual
540,52,Parda,Masculino,Homem cisgenero,Heterossexual
541,34,Parda,Masculino,Homem cisgenero,Heterossexual
542,42,Parda,Masculino,Homem cisgenero,Heterossexual
543,59,Parda,Masculino,Homem cisgenero,Heterossexual
544,55,Branca,Masculino,Homem cisgenero,Heterossexual
545,50,Parda,Masculino,Homem cisgenero,Heterossexual
546,30,Branca,Masculino,Homem cisgenero,Heterossexual
547,43,Preta,Masculino,Homem cisgenero,Heterossexual
548,38,Preta,Masculino,Homem cisgenero,Heterossexual
549,38,Parda,Feminino,Mulher cisgenero,Heterossexual
550,27,Indigena,Masculino,Homem cisgenero,Heterossexual
551,47,Parda,Masculino,Homem cisgenero,Heterossexual
552,50,Branca,Masculino,Homem cisgenero,Heterossexual
553,35,Parda,Masculino,Homem cisgenero,Heterossexual
554,51,Parda,Masculino,Homem cisgenero,Heterossexual
555,48,Parda,Masculino,Homem cisgenero,Heterossexual
556,37,Parda,Masculino,Homem cisgenero,Bissexual/Panssexual
557,47,Parda,Masculino,Homem cisgenero,Heterossexual
558,39,Branca,Masculino,Homem cisgenero,Heterossexual
559,56,Parda,Masculino,Homem cisgenero,Nao se Aplica
560,32,Preta,Masculino,Homem cisgenero,Heterossexual
561,48,Parda,Masculino,Homem cisgenero,Heterossexual
562,33,Parda,Masculino,Homem cisgenero,Heterossexual
563,38,Parda,Masculino,Homem cisgenero,Heterossexual
564,43,Branca,Masculino,Homem cisgenero,Heterossexual
565,34,Parda,Masculino,Homem cisgenero,Heterossexual
566,35,Parda,Masculino,Homem cisgenero,Heterossexual
567,41,Parda,Masculino,Homem cisgenero,Heterossexual
568,48,Branca,Masculino,Homem cisgenero,Heterossexual
569,27,Branca,Masculino,Homem cisgenero,Heterossexual
570,29,Parda,Masculino,Homem cisgenero,Heterossexual
571,23,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
572,26,Branca,Masculino,Homem cisgenero,Heterossexual
573,58,Parda,Masculino,Homem cisgenero,Heterossexual
574,52,Parda,Masculino,Homem cisgenero,Heterossexual
575,25,Preta,Masculino,Homem cisgenero,Heterossexual
576,40,Parda,Feminino,Mulher cisgenero,Heterossexual
577,48,Preta,Masculino,Homem cisgenero,Heterossexual
578,24,Branca,Masculino,Homem cisgenero,Heterossexual
579,34,Branca,Masculino,Homem cisgenero,Heterossexual
580,34,Parda,Masculino,Homem cisgenero,Heterossexual
581,40,Branca,Masculino,Homem cisgenero,Heterossexual
582,35,Branca,Masculino,Homem cisgenero,Heterossexual
583,43,Branca,Masculino,Homem cisgenero,Heterossexual
584,34,Branca,Masculino,Homem cisgenero,Heterossexual
585,31,Parda,Feminino,Homem trans,Heterossexual
586,39,Parda,Masculino,Homem cisgenero,Heterossexual
587,40,Parda,Feminino,Mulher cisgenero,Heterossexual
588,49,Parda,Masculino,Homem cisgenero,Heterossexual
589,28,Parda,Masculino,Homem cisgenero,Heterossexual
590,30,Parda,Masculino,Homem cisgenero,Heterossexual
591,30,Branca,Feminino,Mulher cisgenero,Heterossexual
592,43,Parda,Feminino,Mulher cisgenero,Assexual
593,58,Parda,Feminino,Mulher cisgenero,Heterossexual
594,24,Branca,Feminino,Mulher cisgenero,Heterossexual
595,56,Parda,Feminino,Mulher cisgenero,Heterossexual
596,45,Preta,Feminino,Mulher cisgenero,Heterossexual
597,45,Branca,Feminino,Mulher cisgenero,Heterossexual
598,48,Indigena,Feminino,Mulher cisgenero,Heterossexual
599,49,Branca,Feminino,Mulher cisgenero,Heterossexual
600,29,Parda,Feminino,Mulher cisgenero,Heterossexual
601,48,Preta,Masculino,Homem cisgenero,Heterossexual
602,38,Preta,Masculino,Homem cisgenero,Heterossexual
603,29,Preta,Masculino,Homem cisgenero,Heterossexual
604,41,Parda,Masculino,Homem cisgenero,Heterossexual
605,55,Preta,Masculino,Homem cisgenero,Heterossexual
606,40,Indigena,Masculino,Homem cisgenero,Heterossexual
607,48,Preta,Masculino,Homem cisgenero,Heterossexual
608,45,Parda,Masculino,Homem cisgenero,Heterossexual
609,61,Parda,Masculino,Homem cisgenero,Heterossexual
610,28,Parda,Masculino,Homem cisgenero,Heterossexual
611,42,Parda,Masculino,Homem cisgenero,Heterossexual
612,57,Branca,Masculino,Homem cisgenero,Heterossexual
613,37,Preta,Masculino,Homem cisgenero,Heterossexual
614,18,Parda,Feminino,Mulher cisgenero,Bissexual/Panssexual
615,27,Parda,Masculino,Homem cisgenero,Heterossexual
616,27,Parda,Masculino,Homem cisgenero,Heterossexual
617,43,Parda,Masculino,Homem cisgenero,Heterossexual
618,41,Parda,Masculino,Homem cisgenero,Heterossexual
619,41,Preta,Masculino,Homem cisgenero,Heterossexual
620,48,Parda,Masculino,Homem cisgenero,Heterossexual
621,52,Parda,Masculino,Homem cisgenero,Heterossexual
622,40,Parda,Masculino,Homem cisgenero,Heterossexual
623,53,Branca,Masculino,Homem cisgenero,Heterossexual
624,31,Parda,Masculino,Agenero,Bissexual/Panssexual
625,34,Preta,Masculino,Mulher transexual,Assexual
626,57,Branca,Masculino,Homem cisgenero,Heterossexual
627,62,Preta,Masculino,Homem cisgenero,Heterossexual
628,49,Parda,Masculino,Homem cisgenero,Heterossexual
629,48,Branca,Masculino,Homem cisgenero,Heterossexual
630,33,Parda,Masculino,Homem cisgenero,Heterossexual
631,52,Preta,Masculino,Homem cisgenero,Heterossexual
632,29,Parda,Masculino,Homem cisgenero,Heterossexual
633,20,Parda,Masculino,Homem cisgenero,Heterossexual
634,29,Branca,Masculino,Homem cisgenero,Heterossexual
635,64,Parda,Masculino,Homem cisgenero,Heterossexual
636,33,Parda,Masculino,Homem cisgenero,Heterossexual
637,26,Parda,Masculino,Homem cisgenero,Heterossexual
638,33,Parda,Feminino,Mulher cisgenero,Heterossexual
639,30,Branca,Masculino,Homem cisgenero,Heterossexual
640,38,Parda,Masculino,Homem cisgenero,Heterossexual
641,23,Preta,Masculino,Homem cisgenero,Heterossexual
642,46,Branca,Masculino,Homem cisgenero,Heterossexual
643,32,Branca,Feminino,Mulher cisgenero,Heterossexual
644,62,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
645,31,Parda,Masculino,Homem cisgenero,Heterossexual
646,50,Branca,Masculino,Homem cisgenero,Heterossexual
647,19,Parda,Masculino,Homem cisgenero,Heterossexual
648,48,Parda,Masculino,Homem cisgenero,Heterossexual
649,54,Parda,Masculino,Homem cisgenero,Heterossexual
650,62,Parda,Masculino,Homem cisgenero,Heterossexual
651,44,Branca,Masculino,Homem cisgenero,Heterossexual
652,46,Branca,Masculino,Homem cisgenero,Heterossexual
653,20,Parda,Masculino,Homem cisgenero,Heterossexual
654,34,Parda,Masculino,Homem cisgenero,Heterossexual
655,45,Parda,Masculino,Homem cisgenero,Heterossexual
656,45,Preta,Masculino,Homem cisgenero,Heterossexual
657,39,Parda,Masculino,Homem cisgenero,Heterossexual
658,42,Parda,Masculino,Homem cisgenero,Heterossexual
659,64,Parda,Masculino,Homem cisgenero,Heterossexual
660,27,Parda,Masculino,Homem cisgenero,Heterossexual
661,43,Parda,Masculino,Homem cisgenero,Heterossexual
662,60,Branca,Masculino,Homem cisgenero,Heterossexual
663,50,Branca,Masculino,Homem cisgenero,Heterossexual
664,39,Preta,Masculino,Homem cisgenero,Heterossexual
665,53,Preta,Masculino,Homem cisgenero,Heterossexual
666,38,Parda,Masculino,Homem cisgenero,Heterossexual
667,24,Parda,Masculino,Homem cisgenero,Heterossexual
668,27,Parda,Feminino,Homem trans,Nao Relatado
669,43,Parda,Masculino,Homem cisgenero,Heterossexual
670,56,Parda,Masculino,Homem cisgenero,Heterossexual
671,60,Branca,Masculino,Homem cisgenero,Heterossexual
672,50,Parda,Masculino,Homem cisgenero,Heterossexual
673,37,Branca,Masculino,Homem cisgenero,Heterossexual
674,28,Branca,Masculino,Homem cisgenero,Heterossexual
675,48,Parda,Masculino,Homem cisgenero,Heterossexual
676,53,Branca,Masculino,Homem cisgenero,Heterossexual
677,48,Parda,Masculino,Homem cisgenero,Heterossexual
678,38,Parda,Feminino,Mulher cisgenero,Heterossexual
679,52,Branca,Masculino,Homem cisgenero,Heterossexual
680,38,Parda,Masculino,Homem cisgenero,Gay
681,21,Preta,Masculino,Homem cisgenero,Heterossexual
682,47,Parda,Masculino,Homem cisgenero,Heterossexual
683,32,Preta,Feminino,Mulher cisgenero,Heterossexual
684,34,Parda,Masculino,Homem cisgenero,Heterossexual
685,62,Preta,Masculino,Homem cisgenero,Heterossexual
686,28,Branca,Feminino,Mulher cisgenero,Heterossexual
687,43,Branca,Masculino,Homem cisgenero,Heterossexual
688,70,Parda,Masculino,Homem cisgenero,Heterossexual
689,39,Parda,Masculino,Homem cisgenero,Heterossexual
690,32,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
691,48,Parda,Masculino,Homem cisgenero,Heterossexual
692,41,Branca,Masculino,Homem cisgenero,Heterossexual
693,50,Preta,Masculino,Homem cisgenero,Heterossexual
694,32,Preta,Masculino,Homem cisgenero,Heterossexual
695,47,Parda,Masculino,Homem cisgenero,Heterossexual
696,51,Parda,Masculino,Homem cisgenero,Heterossexual
697,36,Preta,Masculino,Homem cisgenero,Heterossexual
698,34,Parda,Masculino,Homem cisgenero,Heterossexual
699,58,Parda,Masculino,Homem cisgenero,Heterossexual
700,48,Preta,Feminino,Mulher cisgenero,Heterossexual
701,45,Parda,Feminino,Mulher cisgenero,Heterossexual
702,31,Parda,Masculino,Homem cisgenero,Heterossexual
703,50,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
704,18,Preta,Masculino,Homem cisgenero,Heterossexual
705,33,Preta,Masculino,Homem cisgenero,Heterossexual
706,40,Parda,Masculino,Homem cisgenero,Heterossexual
707,35,Parda,Feminino,Mulher cisgenero,Heterossexual
708,37,Parda,Masculino,Homem cisgenero,Heterossexual
709,40,Parda,Masculino,Homem cisgenero,Heterossexual
710,45,Parda,Masculino,Homem cisgenero,Heterossexual
711,34,Branca,Masculino,Homem cisgenero,Gay
712,25,Preta,Feminino,Mulher cisgenero,Heterossexual
713,50,Branca,Feminino,Mulher cisgenero,Heterossexual
714,47,Parda,Masculino,Homem cisgenero,Heterossexual
715,35,Preta,Feminino,Mulher cisgenero,Heterossexual
716,30,Preta,Feminino,Mulher cisgenero,Heterossexual
717,33,Parda,Masculino,Homem cisgenero,Heterossexual
718,61,Branca,Masculino,Homem cisgenero,Heterossexual
719,45,Parda,Masculino,Homem cisgenero,Heterossexual
720,27,Preta,Masculino,Homem cisgenero,Heterossexual
721,39,Parda,Masculino,Homem cisgenero,Heterossexual
722,19,Branca,Masculino,Homem cisgenero,Heterossexual
723,48,Parda,Masculino,Homem cisgenero,Heterossexual
724,33,Parda,Masculino,Homem cisgenero,Heterossexual
725,30,Preta,Feminino,Mulher cisgenero,Heterossexual
726,40,Branca,Masculino,Homem cisgenero,Heterossexual
727,63,Parda,Masculino,Homem cisgenero,Heterossexual
728,33,Branca,Masculino,Homem cisgenero,Heterossexual
729,52,Parda,Masculino,Homem cisgenero,Heterossexual
730,35,Parda,Masculino,Homem cisgenero,Bissexual/Panssexual
731,55,Preta,Masculino,Homem cisgenero,Heterossexual
732,27,Parda,Masculino,Mulher transexual,Gay
733,52,Parda,Masculino,Homem cisgenero,Heterossexual
734,58,Parda,Masculino,Homem cisgenero,Heterossexual
735,42,Parda,Masculino,Homem cisgenero,Gay
736,30,Parda,Masculino,Homem cisgenero,Heterossexual
737,54,Branca,Feminino,Mulher cisgenero,Bissexual/Panssexual
738,45,Preta,Masculino,Homem cisgenero,Heterossexual
739,34,Parda,Masculino,Homem cisgenero,Heterossexual
740,37,Branca,Masculino,Homem cisgenero,Heterossexual
741,41,Branca,Masculino,Homem cisgenero,Heterossexual
742,40,Preta,Masculino,Homem cisgenero,Heterossexual
743,48,Branca,Masculino,Homem cisgenero,Heterossexual
744,49,Preta,Masculino,Homem cisgenero,Heterossexual
745,60,Preta,Masculino,Homem cisgenero,Heterossexual
746,29,Parda,Masculino,Homem cisgenero,Heterossexual
747,42,Parda,Masculino,Homem cisgenero,Heterossexual
748,52,Preta,Masculino,Homem cisgenero,Heterossexual
749,60,Branca,Masculino,Homem cisgenero,Gay
750,43,Parda,Masculino,Homem cisgenero,Heterossexual
751,49,Branca,Masculino,Homem cisgenero,Heterossexual
752,31,Parda,Masculino,Homem cisgenero,Heterossexual
753,36,Parda,Masculino,Homem cisgenero,Heterossexual
754,19,Parda,Masculino,Homem cisgenero,Heterossexual
755,36,Parda,Masculino,Homem cisgenero,Heterossexual
756,30,Branca,Masculino,Homem cisgenero,Heterossexual
757,35,Branca,Masculino,Homem cisgenero,Nao Relatado
758,62,Branca,Masculino,Homem cisgenero,Heterossexual
759,32,Parda,Masculino,Homem cisgenero,Heterossexual
760,24,Parda,Masculino,Homem cisgenero,Heterossexual
761,41,Branca,Masculino,Homem cisgenero,Heterossexual
762,34,Branca,Feminino,Mulher cisgenero,Bissexual/Panssexual
763,43,Branca,Masculino,Homem cisgenero,Gay
764,40,Parda,Masculino,Homem cisgenero,Heterossexual
765,40,Preta,Masculino,Homem cisgenero,Heterossexual
766,31,Preta,Masculino,Homem cisgenero,Heterossexual
767,34,Parda,Masculino,Homem cisgenero,Heterossexual
768,37,Parda,Masculino,Homem cisgenero,Heterossexual
769,55,Parda,Masculino,Homem cisgenero,Heterossexual
770,26,Parda,Masculino,Homem cisgenero,Heterossexual
771,29,Parda,Masculino,Homem cisgenero,Heterossexual
772,46,Preta,Masculino,Homem cisgenero,Heterossexual
773,46,Parda,Masculino,Travesti,Bissexual/Panssexual
774,35,Prefere nao declarar,Masculino,Homem cisgenero,Nao Relatado
775,46,Parda,Masculino,Homem cisgenero,Heterossexual
776,34,Branca,Masculino,Homem cisgenero,Heterossexual
777,37,Parda,Masculino,Homem cisgenero,Heterossexual
778,33,Preta,Masculino,Homem cisgenero,Heterossexual
779,24,Amarela,Masculino,Homem cisgenero,Heterossexual
780,31,Parda,Masculino,Homem cisgenero,Heterossexual
781,27,Preta,Masculino,Homem cisgenero,Heterossexual
782,33,Parda,Masculino,Homem cisgenero,Heterossexual
783,53,Parda,Masculino,Homem cisgenero,Heterossexual
784,53,Branca,Masculino,Homem cisgenero,Heterossexual
785,60,Parda,Masculino,Homem cisgenero,Heterossexual
786,43,Branca,Masculino,Homem cisgenero,Heterossexual
787,39,Preta,Masculino,Homem cisgenero,Heterossexual
788,52,Parda,Masculino,Homem cisgenero,Heterossexual
789,42,Parda,Masculino,Homem cisgenero,Heterossexual
790,33,Indigena,Masculino,Homem cisgenero,Heterossexual
791,44,Parda,Masculino,Homem cisgenero,Heterossexual
792,50,Preta,Masculino,Homem cisgenero,Heterossexual
793,58,Parda,Masculino,Homem cisgenero,Heterossexual
794,46,Parda,Feminino,Mulher cisgenero,Heterossexual
795,34,Preta,Masculino,Homem cisgenero,Heterossexual
796,52,Parda,Masculino,Homem cisgenero,Heterossexual
797,40,Parda,Masculino,Homem cisgenero,Heterossexual
798,29,Parda,Masculino,Homem cisgenero,Heterossexual
799,40,Preta,Masculino,Homem cisgenero,Heterossexual
800,49,Branca,Masculino,Homem cisgenero,Heterossexual
801,49,Indigena,Masculino,Homem cisgenero,Heterossexual
802,28,Preta,Masculino,Homem cisgenero,Heterossexual
803,37,Parda,Masculino,Homem cisgenero,Heterossexual
804,53,Parda,Masculino,Homem cisgenero,Nao se Aplica
805,64,Parda,Masculino,Homem cisgenero,Gay
806,25,Preta,Masculino,Homem cisgenero,Heterossexual
807,23,Parda,Masculino,Homem cisgenero,Heterossexual
808,38,Parda,Masculino,Homem cisgenero,Gay
809,26,Preta,Masculino,Homem cisgenero,Heterossexual
810,26,Parda,Masculino,Homem cisgenero,Heterossexual
811,27,Parda,Masculino,Homem cisgenero,Heterossexual
812,25,Parda,Masculino,Homem cisgenero,Heterossexual
813,42,Branca,Masculino,Homem cisgenero,Heterossexual
814,34,Parda,Masculino,Homem cisgenero,Heterossexual
815,32,Branca,Masculino,Homem cisgenero,Heterossexual
816,52,Parda,Masculino,Homem cisgenero,Heterossexual
817,61,Parda,Masculino,Homem cisgenero,Heterossexual
818,37,Parda,Masculino,Homem cisgenero,Heterossexual
819,53,Indigena,Masculino,Homem cisgenero,Heterossexual
820,50,Parda,Masculino,Homem cisgenero,Heterossexual
821,52,Branca,Masculino,Homem cisgenero,Heterossexual
822,26,Parda,Masculino,Mulher transexual,Gay
823,43,Parda,Masculino,Homem cisgenero,Heterossexual
824,61,Parda,Masculino,Homem cisgenero,Heterossexual
825,27,Preta,Feminino,Mulher cisgenero,Heterossexual
826,52,Branca,Feminino,Mulher cisgenero,Heterossexual
827,42,Branca,Masculino,Homem cisgenero,Heterossexual
828,32,Parda,Masculino,Homem cisgenero,Heterossexual
829,36,Branca,Masculino,Homem cisgenero,Heterossexual
830,58,Preta,Masculino,Homem cisgenero,Heterossexual
831,58,Parda,Masculino,Homem cisgenero,Heterossexual
832,36,Parda,Masculino,Homem cisgenero,Heterossexual
833,37,Branca,Masculino,Homem cisgenero,Heterossexual
834,43,Parda,Masculino,Homem cisgenero,Heterossexual
835,41,Parda,Masculino,Homem cisgenero,Heterossexual
836,45,Parda,Masculino,Homem cisgenero,Heterossexual
837,60,Parda,Feminino,Mulher cisgenero,Heterossexual
838,31,Preta,Masculino,Homem cisgenero,Heterossexual
839,48,Parda,Masculino,Homem cisgenero,Heterossexual
840,38,Branca,Feminino,Mulher cisgenero,Heterossexual
841,39,Parda,Masculino,Homem cisgenero,Heterossexual
842,46,Preta,Masculino,Homem cisgenero,Heterossexual
843,32,Preta,Masculino,Homem cisgenero,Heterossexual
844,52,Preta,Masculino,Homem cisgenero,Heterossexual
845,65,Parda,Masculino,Homem cisgenero,Heterossexual
846,22,Preta,Masculino,Homem cisgenero,Heterossexual
847,21,Preta,Masculino,Homem cisgenero,Heterossexual
848,27,Preta,Masculino,Homem cisgenero,Heterossexual
849,60,Branca,Masculino,Homem cisgenero,Heterossexual
850,57,Branca,Masculino,Homem cisgenero,Heterossexual
851,46,Preta,Masculino,Homem cisgenero,Heterossexual
852,39,Preta,Masculino,Homem cisgenero,Heterossexual
853,38,Branca,Masculino,Homem cisgenero,Heterossexual
854,40,Preta,Masculino,Homem cisgenero,Bissexual/Panssexual
855,32,Parda,Feminino,Mulher cisgenero,Heterossexual
856,25,Parda,Feminino,Mulher cisgenero,Heterossexual
857,48,Branca,Masculino,Homem cisgenero,Heterossexual
858,57,Parda,Feminino,Mulher cisgenero,Heterossexual
859,30,Parda,Masculino,Homem cisgenero,Bissexual/Panssexual
860,39,Parda,Masculino,Homem cisgenero,Heterossexual
861,40,Branca,Feminino,Mulher cisgenero,Heterossexual
862,49,Branca,Masculino,Homem cisgenero,Heterossexual
863,44,Preta,Masculino,Homem cisgenero,Heterossexual
864,21,Parda,Feminino,Mulher cisgenero,Heterossexual
865,37,Branca,Masculino,Homem cisgenero,Heterossexual
866,30,Preta,Masculino,Homem cisgenero,Bissexual/Panssexual
867,45,Parda,Masculino,Homem cisgenero,Heterossexual
868,36,Preta,Feminino,Mulher cisgenero,Heterossexual
869,24,Parda,Masculino,Homem cisgenero,Heterossexual
870,43,Parda,Feminino,Mulher cisgenero,Heterossexual
871,31,Parda,Masculino,Homem cisgenero,Heterossexual
872,35,Branca,Feminino,Mulher cisgenero,Heterossexual
873,28,Parda,Masculino,Homem cisgenero,Heterossexual
874,45,Parda,Feminino,Mulher cisgenero,Heterossexual
875,18,Parda,Feminino,Mulher cisgenero,Heterossexual
876,30,Branca,Masculino,Homem cisgenero,Heterossexual
877,39,Parda,Masculino,Homem cisgenero,Heterossexual
878,42,Parda,Masculino,Homem cisgenero,Heterossexual
879,57,Parda,Masculino,Homem cisgenero,Heterossexual
880,51,Preta,Masculino,Homem cisgenero,Heterossexual
881,30,Preta,Feminino,Mulher cisgenero,Heterossexual
882,40,Branca,Masculino,Homem cisgenero,Heterossexual
883,44,Parda,Masculino,Homem cisgenero,Heterossexual
884,32,Parda,Feminino,Mulher cisgenero,Heterossexual
885,44,Parda,Masculino,Homem cisgenero,Heterossexual
886,32,Parda,Masculino,Homem cisgenero,Heterossexual
887,40,Preta,Masculino,Homem cisgenero,Heterossexual
888,28,Branca,Masculino,Homem cisgenero,Heterossexual
889,39,Preta,Feminino,Nao declarada,Lesbica
890,45,Parda,Feminino,Mulher cisgenero,Heterossexual
891,35,Parda,Feminino,Mulher cisgenero,Heterossexual
892,45,Parda,Feminino,Mulher cisgenero,Heterossexual
893,35,Parda,Feminino,Mulher cisgenero,Heterossexual
894,41,Preta,Masculino,Homem cisgenero,Heterossexual
895,57,Parda,Masculino,Homem cisgenero,Heterossexual
896,37,Branca,Masculino,Homem cisgenero,Heterossexual
897,47,Preta,Masculino,Homem cisgenero,Heterossexual
898,60,Parda,Masculino,Homem cisgenero,Heterossexual
899,55,Branca,Masculino,Homem cisgenero,Heterossexual
900,40,Parda,Masculino,Mulher transexual,Heterossexual
901,36,Parda,Masculino,Homem cisgenero,Heterossexual
902,24,Preta,Feminino,Mulher cisgenero,Heterossexual
903,49,Branca,Feminino,Mulher cisgenero,Heterossexual
904,38,Parda,Feminino,Mulher cisgenero,Heterossexual
905,65,Parda,Feminino,Mulher cisgenero,Heterossexual
906,19,Preta,Feminino,Mulher cisgenero,Heterossexual
907,43,Parda,Feminino,Mulher cisgenero,Heterossexual
908,20,Preta,Feminino,Mulher cisgenero,Heterossexual
909,70,Branca,Masculino,Homem cisgenero,Heterossexual
910,45,Preta,Masculino,Homem cisgenero,Heterossexual
911,55,Parda,Masculino,Homem cisgenero,Heterossexual
912,61,Branca,Feminino,Mulher cisgenero,Heterossexual
913,37,Branca,Masculino,Homem cisgenero,Heterossexual
914,49,Parda,Feminino,Mulher cisgenero,Heterossexual
915,33,Parda,Masculino,Homem cisgenero,Heterossexual
916,30,Branca,Masculino,Homem cisgenero,Heterossexual
917,55,Indigena,Masculino,Homem cisgenero,Heterossexual
918,50,Branca,Masculino,Homem cisgenero,Heterossexual
919,25,Parda,Masculino,Homem cisgenero,Heterossexual
920,36,Parda,Masculino,Homem cisgenero,Heterossexual
921,31,Parda,Masculino,Homem cisgenero,Heterossexual
922,24,Branca,Masculino,Homem cisgenero,Heterossexual
923,44,Preta,Masculino,Homem cisgenero,Heterossexual
924,63,Branca,Masculino,Homem cisgenero,Heterossexual
925,62,Parda,Masculino,Homem cisgenero,Heterossexual
926,64,Parda,Masculino,Homem cisgenero,Heterossexual
927,65,Parda,Masculino,Homem cisgenero,Heterossexual
928,63,Branca,Masculino,Homem cisgenero,Heterossexual
929,24,Preta,Masculino,Homem cisgenero,Heterossexual
930,60,Parda,Masculino,Homem cisgenero,Heterossexual
931,67,Parda,Masculino,Homem cisgenero,Heterossexual
932,60,Preta,Masculino,Homem cisgenero,Heterossexual
933,61,Preta,Masculino,Homem cisgenero,Heterossexual
934,63,Preta,Masculino,Homem cisgenero,Heterossexual
935,66,Branca,Masculino,Homem cisgenero,Heterossexual
936,64,Parda,Masculino,Homem cisgenero,Heterossexual
937,62,Parda,Masculino,Homem cisgenero,Heterossexual
938,63,Preta,Masculino,Homem cisgenero,Heterossexual
939,33,Branca,Masculino,Homem cisgenero,Heterossexual
940,40,Parda,Masculino,Homem cisgenero,Heterossexual
941,40,Amarela,Masculino,Homem cisgenero,Heterossexual
942,45,Parda,Masculino,Homem cisgenero,Heterossexual
943,57,Parda,Masculino,Homem cisgenero,Heterossexual
944,33,Parda,Feminino,Mulher cisgenero,Bissexual/Panssexual
945,20,Parda,Masculino,Homem cisgenero,Heterossexual
946,25,Parda,Masculino,Homem cisgenero,Heterossexual
947,47,Parda,Masculino,Homem cisgenero,Heterossexual
948,43,Branca,Masculino,Homem cisgenero,Heterossexual
949,52,Parda,Masculino,Homem cisgenero,Heterossexual
950,54,Parda,Masculino,Homem cisgenero,Heterossexual
951,54,Parda,Masculino,Homem cisgenero,Heterossexual
952,50,Preta,Masculino,Homem cisgenero,Heterossexual
953,74,Parda,Masculino,Homem cisgenero,Heterossexual
954,32,Parda,Masculino,Homem cisgenero,Heterossexual
955,39,Parda,Masculino,Homem cisgenero,Heterossexual
